screen_name,created_at,location,source,hashtags,text
KawKawLana,2020-04-10 22:09:21,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
FlewNest,2020-04-10 22:09:21,,Twitter Web App,,"South Yorkshire Police have apologised after an officer told a family in Rotherham they were not allowed in their own garden during the #coronavirus lockdown.

For the latest updates on the UK's #COVID19 outbreak, click here: https://t.co/TZBDKaeMbg https://t.co/hrxmeVpoSx"
menapiaproperti,2020-04-10 22:09:19,"21 Trinity Street, Wexford",Twitter for iPhone,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
donnamoon81146,2020-04-10 22:09:17,,Twitter for Android,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
abhilash_jcr,2020-04-10 22:09:15,Singapore,Twitter for Android,,"The impact of COVID-19 pandemic made profound changes in the way of living and future outlook. JCR reached out to more than 2000 U.S residents to understand their new normal life. Keep in touch (contact@jaspercolin.com) for more insights on this study.
#Coronavirus #COVID19 #life https://t.co/NLxeNrLcAb"
TheClareTourist,2020-04-10 22:09:13,"Riverstown, Glanmire, Ireland.",Twitter for iPhone,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
toyellowto,2020-04-10 22:09:13,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
BoldMML,2020-04-10 22:09:10,Mesa AZ,Instagram,"nerdlife, coronavirus, covıd19, covid_19, covid, suicide, suicideprevention, cabinfever, help, isolation, depression, philosophy, anxiety, instagramaz, sadness, dailythoughts",Trying to wrap my mind: pt1 #nerdlife #coronavirus #covıd19 #covid_19 #covid #suicide #suicideprevention #cabinfever #help #isolation #depression #philosophy #anxiety #instagramaz #sadness #dailythoughts… https://t.co/6iSyf74GLb
BB_TRUTH1,2020-04-10 22:09:06,,Twitter for Android,"MartialLaw, who, policestate","WHO: ""WE WILL FORCIBLY REMOVE PEOPLE FROM THEIR HOMES"" https://t.co/zeF440EULA
#MartialLaw #who #policestate #coronavirus #CoronavirusUSA #CoronaVirusCanada #COVID19 #Covid_19 #COVIDIOT #newworldorder #tyranny https://t.co/3rI97yTdvV"
crystalmooc,2020-04-10 22:09:05,University of Hamburg,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
sanshell_b,2020-04-10 22:09:05,London,Twitter Web App,,ICU nurse cries uncontrollably describing Covid-19 dead in New York https://t.co/inZ2gASDXe
syimaz,2020-04-10 22:09:02,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
russwilliams152,2020-04-10 22:09:02,Ottawa,Twitter for iPad,COVID19,"Join Dr. Ilana Halperin and Danielle Goudge for a #COVID19 and Diabetes webinar: 'Leveraging technology to facilitate virtual care' on Monday, April 13 and Friday, April 24 at 12 p.m. EST.
 
Click here to register: https://t.co/5vJ2drhYrh

#Coronavirus #COVID19Canada #COVID_19 https://t.co/W2q9wrBOOH"
nwchap,2020-04-10 22:08:55,"San Francisco, California",Twitter for iPhone,"COVID19, coronavirus","#COVID19 Death Toll Tops 100,000 As #coronavirus Fight Hits Nearly Every Country : Coronavirus Live Updates 

https://t.co/486y2cUs97"
SpaceKidette,2020-04-10 22:08:53,"Gold Coast, Australia",Twitter Web App,,"Coronavirus update: Global COVID-19 death toll reaches 100,000, as South Korea says recovered patients test positive again - ABC News https://t.co/oiQlDITvii"
SueFrancisMook,2020-04-10 22:08:45,With the ones I love,Twitter for iPhone,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
amberkball,2020-04-10 22:08:37,nuu-mee-ne,Twitter for iPhone,"COVID19, IndigenousPeoples","In its #COVID19 response, @UNHumanRights notes that States should take into account #IndigenousPeoples’ distinctive concepts of health &amp; consult &amp; consider their free, prior &amp; informed consent in developing preventive measures on COVID-19👉https://t.co/t4hfy6GkRB #WeAreIndigenous https://t.co/AT12rHCway"
reillyhay,2020-04-10 22:08:35,"Boston, MA",Twitter Web App,,"""I fully expect that when [COVID-19] hits, if it hits in a big way in impoverished countries, it could have a four to five times higher mortality,"" says @JoiaMukherjee in @NPR, pointing to the lack of equipment for #COVID19 patients, such as ventilators.

https://t.co/3iBiBEcNCE"
Ssert41851991,2020-04-10 22:08:30,,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
blairmiller,2020-04-10 22:08:27,"Denver, CO",TweetDeck,COVID19colorado,"New #COVID19colorado data (Change from Thur):

6,510 cases (+308)
1,312 hospitalized (+91)
56 counties (+0)
32,653 people tested (+1,473)
226 deaths (+24)
59 outbreaks residential/non-hospital healthcare facilities (+5)

https://t.co/4bKXfyYvkC

Updates: https://t.co/CIFzDTXnxS"
EcotechLimited,2020-04-10 22:08:27,East Africa Region,Twitter for Android,coronavirus,"""Quite a number of patients had diarrhea.""

Scientists @KWR_Water detected the #coronavirus in a Dutch city’s wastewater before official #Covid19 cases were reported. Find out more @business: https://t.co/h7D3X0Mozm https://t.co/BbYlHIeZWc"
HKaczynski,2020-04-10 22:08:24,,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
PeopleScout,2020-04-10 22:08:24,"Chicago, IL",CoSchedule,COVID19,Learn how technology can play a role in increasing employee access to mental health resources during #COVID19 here: https://t.co/nprrCQAXBM
BrianTRice,2020-04-10 22:08:21,Bay Area,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
divyagill_,2020-04-10 22:08:19,instagram - _divyagill,Twitter for iPhone,,"""My father would not be afraid to point out what was wrong.""

Doctor Abdul Mabud Chowdhury, who had warned the PM that health worked needed more protective equipment, passed away after 15 days in hospital with #COVID19. 

More on his story here: https://t.co/foTizvXKLP https://t.co/KPuiWhJsxq"
Kex926,2020-04-10 22:08:18,Somewhere near Seattle,Twitter Web App,,"A Brooklyn judge held a full calendar call on March 12th. When a lawyer raised concerns about the lack of social distancing in the courtroom, the judge said, “If you don’t like it, you can leave.” Two weeks later, the judge died of #COVID19 complications. https://t.co/sycScpquWp"
SpottyIreland,2020-04-10 22:08:07,,Twitter Web Client,,"Coronavirus update: Global COVID-19 death toll reaches 100,000, as South Korea says recovered patients test positive again - ABC News https://t.co/oiQlDITvii"
alexchoe21,2020-04-10 22:08:05,,Twitter for Android,"coronavirus, covid19","WHO warns about dangers of premature lifting of COVID-19 restrictions - https://t.co/y4AHnXzUoy

#coronavirus #covid19 https://t.co/Z2KpdoLj5L"
almulhimai,2020-04-10 22:08:04,,Twitter Web App,,ICU nurse cries uncontrollably describing Covid-19 dead in New York https://t.co/jL4srH4SNS
tamas2007,2020-04-10 22:08:02,Earth. ,Twitter for Android,coronavirus,"As #coronavirus closes schools around the world, GPE is supporting partner countries to deal with the disruptions to education systems leaving millions of children out of school.

See GPE’s COVID19 response: https://t.co/C1PBZMADLt https://t.co/6yPDiVDu3S"
beabothered,2020-04-10 22:08:02,,Twitter for Android,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
lesemasters,2020-04-10 22:08:02,Europe,Twitter for iPhone,,"Batshit crazy - “CDC advises that critical infrastructure workers may be permitted to continue work following potential exposure to COVID-19, provided they remain asymptomatic” ➡️ somebody forgetting asymptomatic transmission?? #COVID19 https://t.co/eno0El1YPA"
elbobaggins,2020-04-10 22:08:00,"Wallasey, England",Twitter for Android,,"""My father would not be afraid to point out what was wrong.""

Doctor Abdul Mabud Chowdhury, who had warned the PM that health worked needed more protective equipment, passed away after 15 days in hospital with #COVID19. 

More on his story here: https://t.co/foTizvXKLP https://t.co/KPuiWhJsxq"
maria_embry,2020-04-10 22:07:54,"Ca, USA formerly Paniqui Phil",Twitter Web App,"COVID19filipinomedwarriors, COVID19filipinos, COVID19","#COVID19filipinomedwarriors #COVID19filipinos  

51y old Filipino male nurse in London died after developing #COVID19 symptoms; was on quarantine after being exposed to a positive case patient 

https://t.co/HRvBl7KXtl"
IngBariso1,2020-04-10 22:07:54,,Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
soca2k2,2020-04-10 22:07:48,"USA, Worldwide",Twitter for Android,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
randi_vet,2020-04-10 22:07:48,"Spotsylvania Courthouse, VA",Twitter for iPhone,coronavirus,"April 10 update: 
- 200 veterans have died of the #coronavirus, up 26 from yesterday. 
- VA is tracking at least 3,700 veterans who have tested positive for #COVID19 
- VA has administered ""over 32,160 tests nationwide."" 
https://t.co/Hk3SjsxhUg"
afjrb,2020-04-10 22:07:48,Third rock from the sun,Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
DenverChannel,2020-04-10 22:07:47,"Denver, Colorado",TweetDeck,COVID19colorado,"New #COVID19colorado data (Change from Thurs.):

6,510 cases (+308)
1,312 hospitalized (+91)
56 counties (+0)
32,653 people tested (+1,473)
250 deaths (+24)
59 outbreaks at non-hospital health care facilities (+5)

https://t.co/dcEbKkd4E5

Updates: https://t.co/VszPd2XIrC"
Bikepeddle,2020-04-10 22:07:44,"SW, IA, USA",Twitter for iPhone,"COVID19, COVIDー19, coronavirus, coronapocalypse","I’ll say this:  if there is COVID-19 at the Shenandoah, Iowa Walmart then there will be community spread. No one practicing social distancing, Jan packed store, and maybe 5% of patrons are wearing face coverings. #COVID19 #COVIDー19 #coronavirus #coronapocalypse"
Awhatdafudge,2020-04-10 22:07:43,Illinois,Twitter for iPhone,,@MatthewsAwake @Bur_Rich @sandraschulze @RealJamesWoods Provisional Death Counts for Coronavirus Disease (COVID-19) https://t.co/z0yufNhS4Z via @CDCgov
Katerina_360,2020-04-10 22:07:42,East London,Twitter for Android,,"Contact me if you are a point of care  health care provider, a diagnostic lab or other USFDA approved company who needs COVID-19 IgM/IgG Rapid Test. Overnight delivery available. #covid19 #coronavirus  #rapidtest"
OyelekeDare1,2020-04-10 22:07:39,Nigeria,Twitter for Android,COVID19,"New data suggests that if you're black or hispanic in the United States, you're twice as likely to die from #COVID19 https://t.co/LztEqJCP1Z"
emiliodebenito,2020-04-10 22:07:38,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
Krystlcb,2020-04-10 22:07:36,Vancouver BC,Twitter for Android,"coronavirus, COVID19, Covid_19, QuarantineLife, SocialDistancing, StayAtHome, dad","This guy wins dad of the year! 

#coronavirus #COVID19 #Covid_19 #QuarantineLife #SocialDistancing #StayAtHome #dad #ParentingInAPandemic #ParentingInLockdown #parenting 

 https://t.co/KGCE84hpPt"
soca2k2,2020-04-10 22:07:36,"USA, Worldwide",Twitter for Android,,"""My father would not be afraid to point out what was wrong.""

Doctor Abdul Mabud Chowdhury, who had warned the PM that health worked needed more protective equipment, passed away after 15 days in hospital with #COVID19. 

More on his story here: https://t.co/foTizvXKLP https://t.co/KPuiWhJsxq"
gibranbello,2020-04-10 22:07:35,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
forestcityqueen,2020-04-10 22:07:34,"London, Ontario",Twitter for Android,,"'Deep concern': Mayor's task force lays out blueprint for London to survive, recover from COVID-19 shutdown

https://t.co/aaQABDtRZQ #ldnont #covid19 #coronavirus"
Rishabhp001,2020-04-10 22:07:33,"Rajasthan, India",Twitter for Android,"CoronavirusOutbreak, Amazon, Covid19","#CoronavirusOutbreak: #Amazon Starts Making Its Own #Covid19 Testing Lab For Employees

Details: https://t.co/sqHISVIeHL https://t.co/2ihZNCN1nD"
peeptoemama,2020-04-10 22:07:30,"Cargo Hold, Millenium Falcon",Twitter for Android,COVID19,"Long, fascinating story on serological studies of #COVID19, the extent of asymptomatic infections, &amp; how badly the US is failing on testing. #StayHome

#Iceland has tested more of its population for #coronavirus than anywhere else. Here's what it learned https://t.co/sUi8SonuTk"
CraigRigden,2020-04-10 22:07:30,Living rent-free in NDM heads,Twitter Web App,"coronavirus, COVID19, FordIsFailing, OneTermParty, onpoli","Perhaps if your government hasn't greatly reduced who qualified for testing, we would actually have a better understanding of where the province sits as far as infection goes #coronavirus #COVID19 #FordIsFailing #OneTermParty #onpoli 

https://t.co/4s9C9GBQlo https://t.co/aZRZJ35dWN"
lk2015r,2020-04-10 22:07:29,"Glasgow, Scotland",Twitter for Android,"Greece, Drama",#Greece: Riot police and brutal repression against migrant hunger strikers are Paranesti detention centre in #Drama https://t.co/THsruU0qba #NoBorders #prisoners #COVID19 #Covid_19 #CoronaCrisis #coronavirus #antireport
BostjancicKathy,2020-04-10 22:07:26,"New York, New York",Twitter Web App,COVID19,"“The individuals who have been hit the hardest [by the economic shock of #COVID19] are the individuals who were in the most precarious position to start with,” says @GregDaco of @OxfordEconomics.

https://t.co/DwtMpy1kPh via @dylanlscott &amp; @EmilyStewartM in @voxdotcom"
Nams_Mandiwana,2020-04-10 22:07:22,Francistown ,Twitter for Android,"StayHomeBW, coronavirus, covid19, covid19BW","TOGETHER WE CAN BEAT COVID-19 

#StayHomeBW #coronavirus #covid19 #covid19BW https://t.co/e8wCU69xRs"
hariert,2020-04-10 22:07:20,"Gamlingay/ London, England",Twitter for Android,,"Do you want to know how the tests for coronavirus work? 

@compoundchem has put together a brilliant infographic explaining the science behind the process for testing #COVID19. You can find more info and a downloadable graphic here ➡️ https://t.co/Btp4ukk4Io #Science #ChemvsCovid https://t.co/gFDUjntMa3"
CorkNutrition,2020-04-10 22:07:20,"Cork & Dublin, Ireland",Twitter for iPhone,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
cath_back,2020-04-10 22:07:18,"Vancouver, BC, Canada",Twitter for iPad,,"When you’re supporting others it’s so important to take care of yourself, especially in these circumstances.

Our new Wellbeing FAQs offer resources to support occupational therapists throughout and beyond COVID-19: https://t.co/rbpbUWCYqM"
haveuseenjethro,2020-04-10 22:07:16,UST,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
sfayaz1516,2020-04-10 22:07:16,"New Delhi, Delhi",Twitter for Android,COVID19,"5 cats caught from #COVID19 ward die in Kerala, organs to be examined https://t.co/lE6VrXBzDX https://t.co/tGfzzHe2pP"
terribug13,2020-04-10 22:07:16,United States,Twitter Web App,"coronavirus, COVID19, Covid_19, COVID, TheGreatAwakening, WWG1WGA, QAnon","Better within 2 hours!  

#coronavirus #COVID19 #Covid_19 #COVID #TheGreatAwakening #WWG1WGA #QAnon
———QMap .pub——- https://t.co/RGa3geJr93"
softwaregeek,2020-04-10 22:07:13,,Twitter Web Client,"3D, COVID19, coronavirus","Check out 3D Printed COVID-19 Solutions! 
An app made with @glideapps from a Google Sheet, without writing any code. https://t.co/Dbk0adNVBJ
#3D #COVID19 #coronavirus"
as3adhijazi,2020-04-10 22:07:13,"Amman , jordan ",Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
yves_st_lauren,2020-04-10 22:07:10,"Corby, England",Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
seanohargain,2020-04-10 22:07:10,"Kilkenny City, Ireland  ",Twitter for iPhone,COVID19,"For more information on #COVID19, check out INTO’s dedicated advice page and FAQs. We will keep you up to date with key information as it emerges. Visit https://t.co/tSMyes5LFA #StayHome https://t.co/PCSgTCeZtx"
Pronoia_1,2020-04-10 22:07:09,,Twitter for Android,,"Batshit crazy - “CDC advises that critical infrastructure workers may be permitted to continue work following potential exposure to COVID-19, provided they remain asymptomatic” ➡️ somebody forgetting asymptomatic transmission?? #COVID19 https://t.co/eno0El1YPA"
rcgustav,2020-04-10 22:07:08,,Tweetbot for iΟS,COVID19,"""To give you an idea of how bad it is, at this hospital more than 75% of the patients now are #COVID19."" 

Sky News' @alexrossiSKY witnesses the battles inside an intensive care unit treating #coronavirus patients in Barcelona. 

More on this story here: https://t.co/SdsslidUbS https://t.co/JjPqpFsusU"
covid_data,2020-04-10 22:07:04,,corona_stats,"coronavirus, COVID19, CoronaVirusUpdates, Covid_19","Total COVID-19 Cases: 1,692,343
Currently Infected: 1,214,623
Recovered: 375,321
Deaths: 102,399
Serious or Critical: 49,823

Data scraped from https://t.co/RLmVzXaYE6
#coronavirus #COVID19 #CoronaVirusUpdates #Covid_19 https://t.co/kBF7HE4MRT"
twistance,2020-04-10 22:07:02,,Twitter for iPhone,COVID19,"#COVID19 could reverse the limited but important progress that has been made on gender equality and women’s rights.

Women’s leadership and contributions must be at the heart of #coronavirus resilience &amp; recovery efforts.

https://t.co/ZrwlsbwIZc https://t.co/iyJeFOoF7p"
